hc,Station Number,Year,Month,Day,Hour,Minute in Local Time,Year,Month,Day,Hour,Minute in Local Standard Time,Precipitation in mm,Quality of precipitation,Air temperature in Degrees C,Quality of air temperature,Relative humidity in percentage %,Quality of relative humidity,Wind speed measured in km/h,Quality of wind speed,Wind direction measured in degrees,Quality of wind direction,Mean sea level pressure in hPa,Quality of mean sea level pressure,Total cloud amount in eighths,Quality of total cloud amount,#
hc,  9887,1993,11,28,06,00,1993,11,28,06,00,      , , 16.2,Y, 71,Y,  9.4,Y,135.0,Y,1014.5,Y, , ,#
hc,  9887,1993,11,28,09,00,1993,11,28,09,00,      , , 23.8,Y, 48,Y,  9.4,Y,135.0,Y,1014.5,Y, , ,#
hc,  9887,1993,11,28,12,00,1993,11,28,12,00,      , , 28.4,Y, 41,Y, 16.6,Y,202.5,Y,1012.8,Y, , ,#
hc,  9887,1993,11,28,15,00,1993,11,28,15,00,      , , 27.5,Y, 44,Y, 24.1,Y,225.0,Y,1011.3,Y, , ,#
hc,  9887,1993,11,28,18,00,1993,11,28,18,00,      , , 25.1,Y, 57,Y, 22.3,Y,202.5,Y,1010.8,Y, , ,#
hc,  9887,1993,11,28,21,00,1993,11,28,21,00,      , , 22.4,Y, 72,Y, 13.0,Y,180.0,Y,1011.4,Y, , ,#
hc,  9887,1993,11,29,00,00,1993,11,29,00,00,      , , 21.2,Y, 56,Y, 20.5,Y,112.5,Y,1011.6,Y, , ,#
hc,  9887,1993,11,29,03,00,1993,11,29,03,00,      , , 16.9,Y, 73,Y, 14.8,Y,112.5,Y,1010.3,Y, , ,#
hc,  9887,1993,11,29,06,00,1993,11,29,06,00,      , , 15.3,Y, 81,Y,  7.6,Y,157.5,Y,1011.0,Y, , ,#
hc,  9887,1993,11,29,09,00,1993,11,29,09,00,      , , 21.9,Y, 57,Y,  7.6,Y,135.0,Y,1011.3,Y, , ,#
hc,  9887,1993,11,29,12,00,1993,11,29,12,00,      , , 26.5,Y, 49,Y, 14.8,Y,225.0,Y,1009.5,Y, , ,#
hc,  9887,1993,11,29,15,00,1993,11,29,15,00,      , , 25.0,Y, 50,Y, 20.5,Y,247.5,Y,1008.4,Y, , ,#
hc,  9887,1993,11,29,18,00,1993,11,29,18,00,      , , 20.6,Y, 75,Y, 18.4,Y,202.5,Y,1008.4,Y, , ,#
hc,  9887,1993,11,29,21,00,1993,11,29,21,00,      , , 19.2,Y, 77,Y, 18.4,Y,202.5,Y,1010.1,Y, , ,#
hc,  9887,1993,11,30,00,00,1993,11,30,00,00,      , , 18.6,Y, 80,Y, 14.8,Y,180.0,Y,1009.9,Y, , ,#
hc,  9887,1993,11,30,03,00,1993,11,30,03,00,      , , 18.1,Y, 77,Y, 18.4,Y,180.0,Y,1011.0,Y, , ,#
hc,  9887,1993,11,30,06,00,1993,11,30,06,00,      , , 16.9,Y, 78,Y, 20.5,Y,180.0,Y,1012.7,Y, , ,#
hc,  9887,1993,11,30,09,00,1993,11,30,09,00,      , , 18.9,Y, 56,Y, 14.8,Y,157.5,Y,1015.4,Y, , ,#
hc,  9887,1993,11,30,12,00,1993,11,30,12,00,      , , 22.1,Y, 53,Y, 22.3,Y,202.5,Y,1015.9,Y, , ,#
hc,  9887,1993,11,30,15,00,1993,11,30,15,00,      , , 21.9,Y, 57,Y, 25.9,Y,225.0,Y,1015.8,Y, , ,#
hc,  9887,1993,11,30,18,00,1993,11,30,18,00,      , , 19.5,Y, 58,Y, 22.3,Y,202.5,Y,1016.1,Y, , ,#
hc,  9887,1993,11,30,21,00,1993,11,30,21,00,      , , 16.0,Y, 68,Y, 18.4,Y,157.5,Y,1019.2,Y, , ,#
hc,  9887,1993,12,01,00,00,1993,12,01,00,00,      , , 13.7,Y, 68,Y, 13.0,Y,157.5,Y,1020.8,Y, , ,#
hc,  9887,1993,12,01,03,00,1993,12,01,03,00,      , , 12.3,Y, 70,Y, 11.2,Y,157.5,Y,1021.2,Y, , ,#
hc,  9887,1993,12,01,06,00,1993,12,01,06,00,      , , 11.9,Y, 72,Y,  7.6,Y,135.0,Y,1022.7,Y, , ,#
hc,  9887,1993,12,01,09,00,1993,12,01,09,00,      , , 17.9,Y, 49,Y, 20.5,Y, 90.0,Y,1022.6,Y, , ,#
hc,  9887,1993,12,01,12,00,1993,12,01,12,00,      , , 22.6,Y, 32,Y, 14.8,Y,135.0,Y,1021.0,Y, , ,#
hc,  9887,1993,12,01,15,00,1993,12,01,15,00,      , , 25.2,Y, 20,Y, 14.8,Y,135.0,Y,1018.5,Y, , ,#
hc,  9887,1993,12,01,18,00,1993,12,01,18,00,      , , 24.3,Y, 20,Y, 16.6,Y,135.0,Y,1017.9,Y, , ,#
hc,  9887,1993,12,01,21,00,1993,12,01,21,00,      , , 18.6,Y, 31,Y,  9.4,Y,135.0,Y,1019.7,Y, , ,#
hc,  9887,1993,12,02,00,00,1993,12,02,00,00,      , , 16.8,Y, 43,Y, 16.6,Y,112.5,Y,1019.0,Y, , ,#
hc,  9887,1993,12,02,03,00,1993,12,02,03,00,      , , 13.7,Y, 56,Y, 14.8,Y,112.5,Y,1018.6,Y, , ,#
hc,  9887,1993,12,02,06,00,1993,12,02,06,00,      , , 12.0,Y, 67,Y,  9.4,Y,112.5,Y,1018.7,Y, , ,#
hc,  9887,1993,12,02,09,00,1993,12,02,09,00,      , , 20.4,Y, 42,Y, 11.2,Y,112.5,Y,1018.3,Y, , ,#
hc,  9887,1993,12,02,12,00,1993,12,02,12,00,      , , 25.4,Y, 33,Y, 16.6,Y,225.0,Y,1016.7,Y, , ,#
hc,  9887,1993,12,02,15,00,1993,12,02,15,00,      , , 24.6,Y, 42,Y, 24.1,Y,202.5,Y,1015.5,Y, , ,#
hc,  9887,1993,12,02,18,00,1993,12,02,18,00,      , , 21.6,Y, 54,Y, 18.4,Y,202.5,Y,1015.3,Y, , ,#
hc,  9887,1993,12,02,21,00,1993,12,02,21,00,      , , 19.5,Y, 75,Y, 11.2,Y,180.0,Y,1015.4,Y, , ,#
hc,  9887,1993,12,03,00,00,1993,12,03,00,00,      , , 17.6,Y, 53,Y, 11.2,Y,135.0,Y,1016.2,Y, , ,#
hc,  9887,1993,12,03,03,00,1993,12,03,03,00,      , , 15.9,Y, 59,Y, 16.6,Y,112.5,Y,1016.1,Y, , ,#
hc,  9887,1993,12,03,06,00,1993,12,03,06,00,      , , 14.8,Y, 64,Y, 22.3,Y,112.5,Y,1017.4,Y, , ,#
hc,  9887,1993,12,03,09,00,1993,12,03,09,00,      , , 20.1,Y, 52,Y, 14.8,Y,112.5,Y,1018.8,Y, , ,#
hc,  9887,1993,12,03,12,00,1993,12,03,12,00,      , , 26.3,Y, 31,Y, 16.6,Y, 90.0,Y,1017.6,Y, , ,#
hc,  9887,1993,12,03,15,00,1993,12,03,15,00,      , , 27.4,Y, 27,Y, 18.4,Y,112.5,Y,1016.1,Y, , ,#
hc,  9887,1993,12,03,18,00,1993,12,03,18,00,      , , 26.4,Y, 24,Y, 18.4,Y,112.5,Y,1015.9,Y, , ,#
hc,  9887,1993,12,03,21,00,1993,12,03,21,00,      , , 20.8,Y, 36,Y, 20.5,Y,112.5,Y,1018.2,Y, , ,#
hc,  9887,1993,12,04,00,00,1993,12,04,00,00,      , , 17.0,Y, 48,Y, 18.4,Y,112.5,Y,1018.8,Y, , ,#
hc,  9887,1993,12,04,03,00,1993,12,04,03,00,      , , 14.8,Y, 56,Y, 25.9,Y,112.5,Y,1018.6,Y, , ,#
hc,  9887,1993,12,04,06,00,1993,12,04,06,00,      , , 14.8,Y, 64,Y, 20.5,Y,112.5,Y,1020.4,Y, , ,#
hc,  9887,1993,12,04,09,00,1993,12,04,09,00,      , , 20.4,Y, 48,Y, 24.1,Y,112.5,Y,1020.9,Y, , ,#
hc,  9887,1993,12,04,12,00,1993,12,04,12,00,      , , 25.4,Y, 33,Y, 16.6,Y,112.5,Y,1019.4,Y, , ,#
hc,  9887,1993,12,04,15,00,1993,12,04,15,00,      , , 27.6,Y, 27,Y, 18.4,Y,135.0,Y,1016.9,Y, , ,#
hc,  9887,1993,12,04,18,00,1993,12,04,18,00,      , , 26.1,Y, 26,Y, 16.6,Y,135.0,Y,1015.8,Y, , ,#
hc,  9887,1993,12,04,21,00,1993,12,04,21,00,      , , 21.3,Y, 34,Y, 14.8,Y,135.0,Y,1017.4,Y, , ,#
hc,  9887,1993,12,05,00,00,1993,12,05,00,00,      , , 17.8,Y, 49,Y, 18.4,Y,112.5,Y,1017.6,Y, , ,#
hc,  9887,1993,12,05,03,00,1993,12,05,03,00,      , , 14.2,Y, 66,Y, 13.0,Y,112.5,Y,1017.4,Y, , ,#
hc,  9887,1993,12,05,06,00,1993,12,05,06,00,      , , 13.3,Y, 70,Y, 11.2,Y,112.5,Y,1018.1,Y, , ,#
hc,  9887,1993,12,05,09,00,1993,12,05,09,00,      , , 20.8,Y, 50,Y, 16.6,Y, 90.0,Y,1018.1,Y, , ,#
hc,  9887,1993,12,05,15,00,1993,12,05,15,00,      , , 29.1,Y, 22,Y, 14.8,Y,180.0,Y,1013.7,Y, , ,#
hc,  9887,1993,12,05,18,00,1993,12,05,18,00,      , , 24.0,Y, 50,Y, 18.4,Y,202.5,Y,1013.7,Y, , ,#
hc,  9887,1993,12,05,21,00,1993,12,05,21,00,      , , 19.9,Y, 53,Y,  9.4,Y,157.5,Y,1015.3,Y, , ,#
hc,  9887,1993,12,06,00,00,1993,12,06,00,00,      , , 18.0,Y, 49,Y, 20.5,Y,135.0,Y,1017.3,Y, , ,#
hc,  9887,1993,12,06,03,00,1993,12,06,03,00,      , , 15.1,Y, 63,Y, 18.4,Y,135.0,Y,1017.4,Y, , ,#
hc,  9887,1993,12,06,06,00,1993,12,06,06,00,      , , 14.8,Y, 68,Y, 20.5,Y, 90.0,Y,1017.8,Y, , ,#
hc,  9887,1993,12,06,09,00,1993,12,06,09,00,      , , 21.7,Y, 47,Y, 18.4,Y, 90.0,Y,1018.3,Y, , ,#
hc,  9887,1993,12,06,12,00,1993,12,06,12,00,      , , 26.9,Y, 30,Y, 14.8,Y, 90.0,Y,1016.2,Y, , ,#
hc,  9887,1993,12,06,15,00,1993,12,06,15,00,      , , 29.5,Y, 23,Y, 16.6,Y,135.0,Y,1013.9,Y, , ,#
hc,  9887,1993,12,06,18,00,1993,12,06,18,00,      , , 28.9,Y, 16,Y, 11.2,Y,135.0,Y,1012.9,Y, , ,#
hc,  9887,1993,12,06,21,00,1993,12,06,21,00,      , , 21.5,Y, 28,Y,  9.4,Y,135.0,Y,1013.0,Y, , ,#
hc,  9887,1993,12,07,00,00,1993,12,07,00,00,      , , 18.9,Y, 40,Y,  7.6,Y,135.0,Y,1013.9,Y, , ,#
hc,  9887,1993,12,07,03,00,1993,12,07,03,00,      , , 17.4,Y, 54,Y, 14.8,Y, 90.0,Y,1013.1,Y, , ,#
hc,  9887,1993,12,07,06,00,1993,12,07,06,00,      , , 16.1,Y, 63,Y, 14.8,Y, 90.0,Y,1013.3,Y, , ,#
hc,  9887,1993,12,07,09,00,1993,12,07,09,00,      , , 23.1,Y, 41,Y, 18.4,Y, 67.5,Y,1012.8,Y, , ,#
hc,  9887,1993,12,07,12,00,1993,12,07,12,00,      , , 29.5,Y, 21,Y, 16.6,Y, 90.0,Y,1009.9,Y, , ,#
hc,  9887,1993,12,07,15,00,1993,12,07,15,00,      , , 31.6,Y, 17,Y,  9.4,Y,225.0,Y,1007.3,Y, , ,#
hc,  9887,1993,12,07,18,00,1993,12,07,18,00,      , , 26.8,Y, 45,Y, 11.2,Y,202.5,Y,1005.7,Y, , ,#
hc,  9887,1993,12,07,21,00,1993,12,07,21,00,      , , 21.4,Y, 59,Y, 11.2,Y,180.0,Y,1005.7,Y, , ,#
hc,  9887,1993,12,08,00,00,1993,12,08,00,00,      , , 19.5,Y, 54,Y,  7.6,Y,112.5,Y,1003.6,Y, , ,#
hc,  9887,1993,12,08,03,00,1993,12,08,03,00,      , , 24.6,Y, 35,Y, 13.0,Y, 67.5,Y,1002.3,Y, , ,#
hc,  9887,1993,12,08,06,00,1993,12,08,06,00,      , , 24.0,Y, 44,Y, 16.6,Y, 67.5,Y,1003.0,Y, , ,#
hc,  9887,1993,12,08,09,00,1993,12,08,09,00,      , , 28.6,Y, 38,Y, 24.1,Y,360.0,Y,1003.2,Y, , ,#
hc,  9887,1993,12,08,12,00,1993,12,08,12,00,      , , 25.6,Y, 55,Y, 24.1,Y,292.5,Y,1002.6,Y, , ,#
hc,  9887,1993,12,08,15,00,1993,12,08,15,00,      , , 24.5,Y, 59,Y, 16.6,Y,225.0,Y,1002.9,Y, , ,#
hc,  9887,1993,12,08,18,00,1993,12,08,18,00,      , , 20.5,Y, 71,Y, 14.8,Y,225.0,Y,1004.6,Y, , ,#
hc,  9887,1993,12,08,21,00,1993,12,08,21,00,      , , 18.7,Y, 79,Y,  9.4,Y,247.5,Y,1007.3,Y, , ,#
hc,  9887,1993,12,09,00,00,1993,12,09,00,00,      , , 17.4,Y, 80,Y, 14.8,Y,247.5,Y,1007.9,Y, , ,#
hc,  9887,1993,12,09,03,00,1993,12,09,03,00,      , , 16.6,Y, 69,Y, 16.6,Y,247.5,Y,1008.5,Y, , ,#
hc,  9887,1993,12,09,06,00,1993,12,09,06,00,      , , 16.7,Y, 69,Y, 11.2,Y,270.0,Y,1009.8,Y, , ,#
hc,  9887,1993,12,09,09,00,1993,12,09,09,00,      , , 15.3,Y, 92,Y, 25.9,Y,247.5,Y,1012.4,Y, , ,#
hc,  9887,1993,12,09,12,00,1993,12,09,12,00,      , , 20.0,Y, 49,Y, 16.6,Y,225.0,Y,1013.5,Y, , ,#
hc,  9887,1993,12,09,15,00,1993,12,09,15,00,      , , 20.2,Y, 40,Y, 22.3,Y,247.5,Y,1014.1,Y, , ,#
hc,  9887,1993,12,09,18,00,1993,12,09,18,00,      , , 17.1,Y, 51,Y, 18.4,Y,247.5,Y,1015.2,Y, , ,#
hc,  9887,1993,12,09,21,00,1993,12,09,21,00,      , , 15.8,Y, 56,Y, 13.0,Y,225.0,Y,1017.4,Y, , ,#
hc,  9887,1993,12,10,00,00,1993,12,10,00,00,      , , 15.5,Y, 57,Y, 16.6,Y,225.0,Y,1018.1,Y, , ,#
hc,  9887,1993,12,10,03,00,1993,12,10,03,00,      , , 14.3,Y, 57,Y, 14.8,Y,202.5,Y,1018.4,Y, , ,#
hc,  9887,1993,12,10,06,00,1993,12,10,06,00,      , , 10.4,Y, 85,Y,  7.6,Y,112.5,Y,1020.7,Y, , ,#
hc,  9887,1993,12,10,09,00,1993,12,10,09,00,      , , 16.5,Y, 57,Y, 13.0,Y,202.5,Y,1022.9,Y, , ,#
hc,  9887,1993,12,10,12,00,1993,12,10,12,00,      , , 20.0,Y, 37,Y, 16.6,Y,225.0,Y,1022.6,Y, , ,#
hc,  9887,1993,12,10,15,00,1993,12,10,15,00,      , , 20.6,Y, 44,Y, 24.1,Y,225.0,Y,1021.4,Y, , ,#
hc,  9887,1993,12,10,18,00,1993,12,10,18,00,      , , 19.4,Y, 55,Y, 24.1,Y,202.5,Y,1021.3,Y, , ,#
hc,  9887,1993,12,10,21,00,1993,12,10,21,00,      , , 17.5,Y, 54,Y, 20.5,Y,180.0,Y,1022.5,Y, , ,#
hc,  9887,1993,12,11,00,00,1993,12,11,00,00,      , , 13.6,Y, 60,Y, 11.2,Y,157.5,Y,1023.4,Y, , ,#
hc,  9887,1993,12,11,03,00,1993,12,11,03,00,      , , 12.4,Y, 61,Y, 11.2,Y,112.5,Y,1023.1,Y, , ,#
hc,  9887,1993,12,11,06,00,1993,12,11,06,00,      , , 12.2,Y, 66,Y, 13.0,Y, 90.0,Y,1023.7,Y, , ,#
hc,  9887,1993,12,11,09,00,1993,12,11,09,00,      , , 18.3,Y, 44,Y, 13.0,Y,112.5,Y,1024.4,Y, , ,#
hc,  9887,1993,12,11,12,00,1993,12,11,12,00,      , , 23.8,Y, 32,Y,  9.4,Y,247.5,Y,1022.1,Y, , ,#
hc,  9887,1993,12,11,15,00,1993,12,11,15,00,      , , 22.7,Y, 42,Y, 24.1,Y,202.5,Y,1019.9,Y, , ,#
hc,  9887,1993,12,11,18,00,1993,12,11,18,00,      , , 20.3,Y, 55,Y, 16.6,Y,180.0,Y,1019.5,Y, , ,#
hc,  9887,1993,12,11,21,00,1993,12,11,21,00,      , , 16.4,Y, 75,Y,  9.4,Y,180.0,Y,1019.7,Y, , ,#
hc,  9887,1993,12,12,00,00,1993,12,12,00,00,      , , 13.6,Y, 84,Y,  9.4,Y,180.0,Y,1018.5,Y, , ,#
hc,  9887,1993,12,12,03,00,1993,12,12,03,00,      , , 10.7,Y, 83,Y,  9.4,Y,180.0,Y,1016.4,Y, , ,#
hc,  9887,1993,12,12,06,00,1993,12,12,06,00,      , , 11.9,Y, 72,Y,  5.4,Y,112.5,Y,1016.0,Y, , ,#
hc,  9887,1993,12,12,09,00,1993,12,12,09,00,      , , 19.8,Y, 43,Y,  7.6,Y,247.5,Y,1016.5,Y, , ,#
hc,  9887,1993,12,12,12,00,1993,12,12,12,00,      , , 23.2,Y, 40,Y, 14.8,Y,202.5,Y,1015.4,Y, , ,#
hc,  9887,1993,12,12,15,00,1993,12,12,15,00,      , , 20.9,Y, 57,Y, 25.9,Y,225.0,Y,1014.5,Y, , ,#
hc,  9887,1993,12,12,18,00,1993,12,12,18,00,      , , 17.8,Y, 60,Y, 27.7,Y,225.0,Y,1014.8,Y, , ,#
hc,  9887,1993,12,12,21,00,1993,12,12,21,00,      , , 16.1,Y, 72,Y, 14.8,Y,225.0,Y,1016.1,Y, , ,#
hc,  9887,1993,12,13,00,00,1993,12,13,00,00,      , , 15.7,Y, 69,Y, 22.3,Y,202.5,Y,1016.4,Y, , ,#
hc,  9887,1993,12,13,03,00,1993,12,13,03,00,      , , 13.7,Y, 73,Y, 13.0,Y,180.0,Y,1017.0,Y, , ,#
hc,  9887,1993,12,13,06,00,1993,12,13,06,00,      , , 13.4,Y, 75,Y, 20.5,Y,180.0,Y,1019.2,Y, , ,#
hc,  9887,1993,12,13,09,00,1993,12,13,09,00,      , , 16.5,Y, 50,Y, 22.3,Y,180.0,Y,1021.1,Y, , ,#
hc,  9887,1993,12,13,12,00,1993,12,13,12,00,      , , 20.7,Y, 33,Y, 18.4,Y,180.0,Y,1021.1,Y, , ,#
hc,  9887,1993,12,13,15,00,1993,12,13,15,00,      , , 21.0,Y, 40,Y, 25.9,Y,225.0,Y,1019.8,Y, , ,#
hc,  9887,1993,12,13,18,00,1993,12,13,18,00,      , , 19.9,Y, 46,Y, 24.1,Y,202.5,Y,1019.7,Y, , ,#
hc,  9887,1993,12,13,21,00,1993,12,13,21,00,      , , 17.3,Y, 54,Y, 16.6,Y,180.0,Y,1021.0,Y, , ,#
hc,  9887,1993,12,14,00,00,1993,12,14,00,00,      , , 13.5,Y, 56,Y, 11.2,Y,157.5,Y,1022.4,Y, , ,#
hc,  9887,1993,12,14,03,00,1993,12,14,03,00,      , , 10.7,Y, 63,Y,  9.4,Y,135.0,Y,1022.0,Y, , ,#
hc,  9887,1993,12,14,06,00,1993,12,14,06,00,      , ,  9.8,Y, 77,Y,  7.6,Y,157.5,Y,1023.1,Y, , ,#
hc,  9887,1993,12,14,09,00,1993,12,14,09,00,      , , 17.9,Y, 43,Y, 11.2,Y,112.5,Y,1023.3,Y, , ,#
hc,  9887,1993,12,14,12,00,1993,12,14,12,00,      , , 23.1,Y, 29,Y, 13.0,Y,180.0,Y,1021.1,Y, , ,#
hc,  9887,1993,12,14,15,00,1993,12,14,15,00,      , , 21.4,Y, 45,Y, 24.1,Y,225.0,Y,1019.2,Y, , ,#
hc,  9887,1993,12,14,18,00,1993,12,14,18,00,      , , 19.8,Y, 61,Y, 16.6,Y,180.0,Y,1018.8,Y, , ,#
hc,  9887,1993,12,14,21,00,1993,12,14,21,00,      , , 16.9,Y, 83,Y, 13.0,Y,180.0,Y,1018.9,Y, , ,#
hc,  9887,1993,12,15,00,00,1993,12,15,00,00,      , , 15.4,Y, 75,Y, 14.8,Y,157.5,Y,1018.7,Y, , ,#
hc,  9887,1993,12,15,03,00,1993,12,15,03,00,      , , 13.9,Y, 83,Y, 11.2,Y,157.5,Y,1018.2,Y, , ,#
hc,  9887,1993,12,15,06,00,1993,12,15,06,00,      , , 14.3,Y, 81,Y,  9.4,Y,157.5,Y,1019.4,Y, , ,#
hc,  9887,1993,12,15,09,00,1993,12,15,09,00,      , , 23.4,Y, 40,Y,  9.4,Y,112.5,Y,1018.9,Y, , ,#
hc,  9887,1993,12,15,12,00,1993,12,15,12,00,      , , 28.9,Y, 29,Y, 16.6,Y,270.0,Y,1017.0,Y, , ,#
hc,  9887,1993,12,15,15,00,1993,12,15,15,00,      , , 29.3,Y, 28,Y, 24.1,Y,202.5,Y,1015.0,Y, , ,#
hc,  9887,1993,12,15,18,00,1993,12,15,18,00,      , , 26.5,Y, 35,Y, 16.6,Y,202.5,Y,1014.2,Y, , ,#
hc,  9887,1993,12,15,21,00,1993,12,15,21,00,      , , 21.6,Y, 58,Y, 13.0,Y,157.5,Y,1014.6,Y, , ,#
hc,  9887,1993,12,16,00,00,1993,12,16,00,00,      , , 21.5,Y, 55,Y, 11.2,Y,135.0,Y,1014.2,Y, , ,#
hc,  9887,1993,12,16,03,00,1993,12,16,03,00,      , , 20.1,Y, 60,Y, 16.6,Y,112.5,Y,1013.5,Y, , ,#
hc,  9887,1993,12,16,06,00,1993,12,16,06,00,      , , 19.6,Y, 54,Y, 20.5,Y, 90.0,Y,1013.5,Y, , ,#
hc,  9887,1993,12,16,09,00,1993,12,16,09,00,      , , 29.3,Y, 26,Y, 13.0,Y, 67.5,Y,1013.5,Y, , ,#
hc,  9887,1993,12,16,12,00,1993,12,16,12,00,      , , 35.8,Y, 14,Y,  9.4,Y, 45.0,Y,1012.2,Y, , ,#
hc,  9887,1993,12,16,15,00,1993,12,16,15,00,      , , 35.5,Y, 14,Y, 18.4,Y,270.0,Y,1010.5,Y, , ,#
hc,  9887,1993,12,16,18,00,1993,12,16,18,00,      , , 31.9,Y, 23,Y, 14.8,Y,202.5,Y,1009.3,Y, , ,#
hc,  9887,1993,12,16,21,00,1993,12,16,21,00,      , , 25.5,Y, 46,Y,  9.4,Y,180.0,Y,1010.2,Y, , ,#
hc,  9887,1993,12,17,00,00,1993,12,17,00,00,      , , 21.4,Y, 67,Y, 11.2,Y,180.0,Y,1009.7,Y, , ,#
hc,  9887,1993,12,17,03,00,1993,12,17,03,00,      , , 20.1,Y, 52,Y,  9.4,Y,157.5,Y,1008.3,Y, , ,#
hc,  9887,1993,12,17,06,00,1993,12,17,06,00,      , , 21.2,Y, 37,Y,  9.4,Y, 67.5,Y,1009.3,Y, , ,#
hc,  9887,1993,12,17,09,00,1993,12,17,09,00,      , , 34.0,Y, 11,Y, 22.3,Y, 22.5,Y,1009.1,Y, , ,#
hc,  9887,1993,12,17,12,00,1993,12,17,12,00,      , , 37.7,Y, 10,Y, 18.4,Y,337.5,Y,1008.7,Y, , ,#
hc,  9887,1993,12,17,15,00,1993,12,17,15,00,      , , 33.9,Y, 15,Y, 20.5,Y,247.5,Y,1007.6,Y, , ,#
hc,  9887,1993,12,17,18,00,1993,12,17,18,00,      , , 31.6,Y, 17,Y, 13.0,Y,180.0,Y,1007.4,Y, , ,#
hc,  9887,1993,12,17,21,00,1993,12,17,21,00,      , , 25.7,Y, 45,Y,  7.6,Y,180.0,Y,1007.8,Y, , ,#
hc,  9887,1993,12,18,00,00,1993,12,18,00,00,      , , 20.8,Y, 84,Y,  3.6,Y,315.0,Y,1008.1,Y, , ,#
hc,  9887,1993,12,18,03,00,1993,12,18,03,00,      , , 20.3,Y, 92,Y, 11.2,Y,157.5,Y,1007.0,Y, , ,#
hc,  9887,1993,12,18,06,00,1993,12,18,06,00,      , , 19.5,Y, 75,Y,  9.4,Y,135.0,Y,1007.6,Y, , ,#
hc,  9887,1993,12,18,09,00,1993,12,18,09,00,      , , 28.1,Y, 42,Y, 11.2,Y,202.5,Y,1009.1,Y, , ,#
hc,  9887,1993,12,18,12,00,1993,12,18,12,00,      , , 29.8,Y, 33,Y, 14.8,Y,315.0,Y,1008.8,Y, , ,#
hc,  9887,1993,12,18,15,00,1993,12,18,15,00,      , , 29.3,Y, 37,Y, 18.4,Y,270.0,Y,1007.6,Y, , ,#
hc,  9887,1993,12,18,18,00,1993,12,18,18,00,      , , 23.9,Y, 74,Y,  9.4,Y,270.0,Y,1008.2,Y, , ,#
hc,  9887,1993,12,18,21,00,1993,12,18,21,00,      , , 21.9,Y, 84,Y,  3.6,Y,112.5,Y,1008.3,Y, , ,#
hc,  9887,1993,12,19,00,00,1993,12,19,00,00,      , , 19.5,Y, 97,Y,  9.4,Y,135.0,Y,1008.2,Y, , ,#
hc,  9887,1993,12,19,03,00,1993,12,19,03,00,      , , 18.8,Y, 95,Y,  3.6,Y,112.5,Y,1008.0,Y, , ,#
hc,  9887,1993,12,19,06,00,1993,12,19,06,00,      , , 18.0,Y, 98,Y,  5.4,Y,112.5,Y,1009.0,Y, , ,#
hc,  9887,1993,12,19,09,00,1993,12,19,09,00,      , , 24.4,Y, 63,Y, 11.2,Y,180.0,Y,1009.5,Y, , ,#
hc,  9887,1993,12,19,12,00,1993,12,19,12,00,      , , 26.5,Y, 56,Y, 16.6,Y,225.0,Y,1008.7,Y, , ,#
hc,  9887,1993,12,19,15,00,1993,12,19,15,00,      , , 25.1,Y, 61,Y, 22.3,Y,225.0,Y,1007.9,Y, , ,#
hc,  9887,1993,12,19,18,00,1993,12,19,18,00,      , , 22.4,Y, 72,Y, 22.3,Y,202.5,Y,1007.7,Y, , ,#
hc,  9887,1993,12,19,21,00,1993,12,19,21,00,      , , 18.6,Y, 80,Y, 22.3,Y,180.0,Y,1009.2,Y, , ,#
hc,  9887,1993,12,20,00,00,1993,12,20,00,00,      , , 17.5,Y, 80,Y, 16.6,Y,180.0,Y,1009.0,Y, , ,#
hc,  9887,1993,12,20,03,00,1993,12,20,03,00,      , , 16.1,Y, 87,Y, 14.8,Y,180.0,Y,1008.9,Y, , ,#
hc,  9887,1993,12,20,06,00,1993,12,20,06,00,      , , 15.0,Y, 77,Y, 16.6,Y,180.0,Y,1010.7,Y, , ,#
hc,  9887,1993,12,20,09,00,1993,12,20,09,00,      , , 18.3,Y, 62,Y, 16.6,Y,180.0,Y,1012.3,Y, , ,#
hc,  9887,1993,12,20,12,00,1993,12,20,12,00,      , , 21.0,Y, 49,Y, 20.5,Y,202.5,Y,1012.3,Y, , ,#
hc,  9887,1993,12,20,15,00,1993,12,20,15,00,      , , 22.0,Y, 57,Y, 25.9,Y,225.0,Y,1011.8,Y, , ,#
hc,  9887,1993,12,20,18,00,1993,12,20,18,00,      , , 20.0,Y, 60,Y, 27.7,Y,202.5,Y,1012.8,Y, , ,#
hc,  9887,1993,12,20,21,00,1993,12,20,21,00,      , , 17.4,Y, 66,Y, 22.3,Y,180.0,Y,1014.8,Y, , ,#
hc,  9887,1993,12,21,00,00,1993,12,21,00,00,      , , 14.6,Y, 65,Y, 20.5,Y,180.0,Y,1016.3,Y, , ,#
hc,  9887,1993,12,21,03,00,1993,12,21,03,00,      , , 12.2,Y, 70,Y, 16.6,Y,157.5,Y,1017.3,Y, , ,#
hc,  9887,1993,12,21,06,00,1993,12,21,06,00,      , , 10.7,Y, 73,Y, 13.0,Y,157.5,Y,1019.1,Y, , ,#
hc,  9887,1993,12,21,09,00,1993,12,21,09,00,      , , 17.7,Y, 40,Y, 18.4,Y,135.0,Y,1019.8,Y, , ,#
hc,  9887,1993,12,21,12,00,1993,12,21,12,00,      , , 22.5,Y, 26,Y, 13.0,Y,135.0,Y,1018.2,Y, , ,#
